"simulation","height1","width1","height2","width2","shape","area","size","HtoW","numbFPspecies","days","years","TOTALN","TOTALP","N_to_P","initial_perc_SAV_cover","initial_perc_SAV_cells_occupied","SAV_biomass_per_cell","initial_perc_FP_cover","initial_perc_FP_cells_occupied","FP_biomass_per_cell","initialSAVcells","initial01cells","initial02cells","initial03cells","initial04cells","initialSAVtotmass","initial01totmass","initial02totmass","initial03totmass","initial04totmass","neigh_thresh_SAV","focal_thresh_SAV","amnt_colonize_SAV","neigh_thresh_FP","focal_thresh_FP","amnt_colonize_FP","maxSAVrgr","maxrgr01","maxrgr02","maxrgr03","maxrgr04","lightlimitationSAV","lightlimitation01","lightlimitation02","lightlimitation03","lightlimitation04","halfsatNSAV","halfsatN01","halfsatN02","halfsatN03","halfsatN04","shadingbyFP","lightattenuation","lossSAV","lossFP","uptakeNSAV","uptakeN01","uptakeN02","uptakeN03","uptakeN04","uptakePSAV","uptakeP01","uptakeP02","uptakeP03","uptakeP04","overwinterSAV","overwinter01","overwinter02","overwinter03","overwinter04","wind_shape1","wind_shape2","wind_avg","wind_stdev","prob_down","prob_up","prob_left","prob_right","wind_direction","full_thresh_wind","mix_freq","scenario","propyears_avgFPcover_abovethreshold","propyears_prop_daysFP_abovehalf","avg_avg_FPcover","avg_max_FPcover","avg_firstdayFP","propyears_avgSAVcover_abovethreshold","propyears_prop_daysSAV_abovehalf","avg_avg_SAVcover","avg_max_SAVcover","avg_firstdaySAV","avg_SAVcover_yr01","avg_SAVcover_yr02","avg_SAVcover_yr03","avg_SAVcover_yr04","avg_FPcover_yr01","avg_FPcover_yr02","avg_FPcover_yr03","avg_FPcover_yr04","final_FP01_yr04","final_FP02_yr04","final_FP03_yr04","final_FP04_yr04"
783,100,100,5,5,"rectangle",10000,"large",1,3,150,4,5,1.25,4,5,5,100,15,15,100,500,500,500,500,0,50000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.05,0.1,0.15,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"D",0,0.25,8.44873547077884e-08,5.85202903338025e-07,NA,0.75,0.75,99.9330843907185,100,1,35.3563770334786,98.667488681496,99.9328438769675,99.9330843907185,57.6072275449231,0.610608116736035,0.000230017468932371,8.44873547077884e-08,5.48871635484004e-13,2.24125051201734e-11,3.05838139165007e-10,NA
784,100,100,5,5,"rectangle",10000,"large",1,3,150,4,5,1.25,4,5,5,100,30,30,100,500,1000,1000,1000,0,50000,1e+05,1e+05,1e+05,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.05,0.1,0.15,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"D",1,1,99.999715773418,100,1,0,0,2.55305132624638e-05,9.5405064919219e-05,NA,7.7551540110994,4.25030442848583,0.0250837348321759,2.55305132624638e-05,88.7846123230527,95.3679679304861,99.7627345991174,99.999715773418,0.000531221771924178,2.73858903828457,100,NA
785,100,100,5,5,"rectangle",10000,"large",1,3,150,4,5,1.25,4,5,5,100,45,45,100,500,1500,1500,1500,0,50000,150000,150000,150000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.05,0.1,0.15,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"D",1,1,99.985666921523,100,1,0,0,4.46136852904067e-08,1.70382625529488e-07,NA,3.93123670994405,0.0227867470586709,5.25606571124242e-05,4.46136852904067e-08,95.6107849645866,99.6019788001684,99.61584949707,99.985666921523,0.000290369849793148,1.69388966781878,100,NA
786,100,100,5,5,"rectangle",10000,"large",1,3,150,4,5,1.25,4,15,15,100,1,1,100,1500,33,33,33,0,150000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.05,0.1,0.15,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"D",0,0,1.2511341421148e-10,8.66394771872043e-10,NA,1,1,99.9330844888073,100,1,90.2722224761447,99.9314284020307,99.9330838905643,99.9330844888073,1.72604438885657,0.00106023236659799,3.48316023483625e-07,1.2511341421148e-10,1.3934253081928e-15,4.33891002590917e-14,4.41997471226e-13,NA
787,100,100,5,5,"rectangle",10000,"large",1,3,150,4,5,1.25,4,15,15,100,5,5,100,1500,167,167,167,0,150000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.05,0.1,0.15,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"D",0,0,9.89613783253862e-10,6.8540468851118e-09,NA,1,1,99.9330844878279,100,1,85.4637331520182,99.9266146947986,99.9330815363688,99.9330844878279,9.49523259765541,0.00804259902882947,2.71534151326636e-06,9.89613783253862e-10,8.92377441268058e-15,2.86492457085842e-13,3.5555459690888e-12,NA
788,100,100,5,5,"rectangle",10000,"large",1,3,150,4,5,1.25,4,15,15,100,15,15,100,1500,500,500,500,0,150000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.05,0.1,0.15,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"D",0,0,4.02699627738296e-09,2.78901462084894e-08,NA,1,1,99.9330844842147,100,1,72.3082152966357,99.9067502014833,99.9330726332007,99.9330844842147,29.8921474022967,0.0329191275543177,1.10760232560378e-05,4.02699627738296e-09,3.71060637986156e-14,1.2064408371614e-12,1.44265642080781e-11,NA
789,100,100,5,5,"rectangle",10000,"large",1,3,150,4,5,1.25,4,15,15,100,30,30,100,1500,1000,1000,1000,0,150000,1e+05,1e+05,1e+05,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.05,0.1,0.15,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"D",0,0,1.82551085829126e-08,1.26436560347275e-07,NA,0.75,0.75,99.9330844676649,100,1,51.4573561799359,99.7659581978634,99.9330322178352,99.9330844676649,51.9092101541729,0.146608270956176,4.99897695305963e-05,1.82551085829126e-08,1.40517575468733e-13,5.22617640113974e-12,6.56720640545014e-11,NA
790,100,100,5,5,"rectangle",10000,"large",1,3,150,4,5,1.25,4,15,15,100,45,45,100,1500,1500,1500,1500,0,150000,150000,150000,150000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.05,0.1,0.15,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"D",0,0.25,5.45852236098064e-08,3.78116798117324e-07,NA,0.75,0.75,99.9330844293458,100,1,36.1513488408926,99.3550447587923,99.9329430028578,99.9330844293458,65.2340407882746,0.408472351788883,0.000147502711919265,5.45852236098064e-08,3.20654043284223e-13,1.27925420139721e-11,1.99335186775579e-10,NA
791,100,100,5,5,"rectangle",10000,"large",1,3,150,4,5,1.25,4,30,30,100,1,1,100,3000,33,33,33,0,300000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.05,0.1,0.15,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"D",0,0,6.30961388320714e-11,4.36943102922468e-10,NA,1,1,99.9330844889066,100,1,93.4849652204869,99.9321773020388,99.9330841688632,99.9330844889066,0.979249041309056,0.000534230597391924,1.75403197200116e-07,6.30961388320714e-11,7.71841394785316e-16,2.11525473724443e-14,2.2357057835832e-13,NA
792,100,100,5,5,"rectangle",10000,"large",1,3,150,4,5,1.25,4,30,30,100,5,5,100,3000,167,167,167,0,300000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.05,0.1,0.15,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"D",0,0,4.75013503995762e-10,3.289426472485e-09,NA,1,1,99.9330844884275,100,1,90.7734472710449,99.929826701768,99.9330830109377,99.9330844884275,7.26761091383597,0.00403840941508566,1.32263151764735e-06,4.75013503995762e-10,5.89313606697101e-15,1.62406945562578e-13,1.67985021517226e-12,NA
793,100,100,5,5,"rectangle",10000,"large",1,3,150,4,5,1.25,4,30,30,100,15,15,100,3000,500,500,500,0,300000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.05,0.1,0.15,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"D",0,0,2.61070337479206e-09,1.80805644410072e-08,NA,1,1,99.9330844859057,100,1,80.4884325388039,99.9167540502259,99.9330768259799,99.9330844859057,23.0818132805842,0.0216444716912597,7.20762509469531e-06,2.61070337479206e-09,2.8520138845698e-14,8.07366872771851e-13,9.32267288223379e-12,NA
794,100,100,5,5,"rectangle",10000,"large",1,3,150,4,5,1.25,4,30,30,100,30,30,100,3000,1000,1000,1000,0,300000,1e+05,1e+05,1e+05,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.05,0.1,0.15,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"D",0,0,1.54755708620471e-08,1.07184010599311e-07,NA,0.75,0.75,99.933084471237,100,1,59.9043161492013,99.8051912013233,99.9330414360077,99.933084471237,47.202789531877,0.125096779029139,4.24362855970513e-05,1.54755708620471e-08,1.3218708528853e-13,4.46921206386738e-12,5.56202065212565e-11,NA
795,100,100,5,5,"rectangle",10000,"large",1,3,150,4,5,1.25,4,30,30,100,45,45,100,3000,1500,1500,1500,0,300000,150000,150000,150000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.05,0.1,0.15,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"D",0,0.25,2.90432084036556e-08,2.01167324758296e-07,NA,0.75,0.75,99.9330844572612,100,1,52.1653029159176,99.690549063167,99.9330095594541,99.9330844572612,53.992458131436,0.229822947441732,7.91364664888024e-05,2.90432084036556e-08,2.15845965738565e-13,7.69286543173072e-12,1.05118239393066e-10,NA
796,100,100,5,5,"rectangle",10000,"large",1,3,150,4,5,1.25,4,45,45,100,1,1,100,4500,33,33,33,0,450000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.05,0.1,0.15,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"D",0,0,4.34533676687513e-11,3.00885924553199e-10,NA,1,1,99.9330844889381,100,1,95.1155863849783,99.9324243684334,99.9330842576401,99.9330844889381,0.84702259920221,0.00037919212333228,1.21977623188828e-07,4.34533676687513e-11,6.52941644693233e-16,1.5991507336797e-14,1.52405981799212e-13,NA
797,100,100,5,5,"rectangle",10000,"large",1,3,150,4,5,1.25,4,45,45,100,5,5,100,4500,167,167,167,0,450000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.05,0.1,0.15,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"D",0,0,2.01845084251166e-10,1.39766161845747e-09,NA,1,1,99.9330844887491,100,1,93.8163983098127,99.9314735029019,99.933083795895,99.9330844887491,3.29143557063205,0.00175621381128595,5.65987589018692e-07,2.01845084251166e-10,3.01820623206122e-15,7.33349514088013e-14,7.08912969902192e-13,NA
798,100,100,5,5,"rectangle",10000,"large",1,3,150,4,5,1.25,4,45,45,100,15,15,100,4500,500,500,500,0,450000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.05,0.1,0.15,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"D",0,0,7.58776788247595e-10,5.25433047914837e-09,NA,1,1,99.9330844880971,100,1,90.2936678512557,99.9282477659639,99.9330822150315,99.9330844880971,11.7410838993211,0.00651557578885467,2.11857862446567e-06,7.58776788247595e-10,1.04856897578207e-14,2.64393932566682e-13,2.67723817454582e-12,NA
799,100,100,5,5,"rectangle",10000,"large",1,3,150,4,5,1.25,4,45,45,100,30,30,100,4500,1000,1000,1000,0,450000,1e+05,1e+05,1e+05,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.05,0.1,0.15,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"D",0,0,2.57195778854943e-09,1.78107218778288e-08,NA,1,1,99.9330844858943,100,1,82.3795369966859,99.9164756222415,99.9330767518586,99.9330844858943,25.9351365269904,0.0218065210135401,7.1561971102731e-06,2.57195778854943e-09,3.16114483264884e-14,8.72063622028454e-13,9.10320945734277e-12,NA
800,100,100,5,5,"rectangle",10000,"large",1,3,150,4,5,1.25,4,45,45,100,45,45,100,4500,1500,1500,1500,0,450000,150000,150000,150000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.05,0.1,0.15,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"D",0,0,7.29984362440113e-09,5.05552508045533e-08,NA,1,0.75,99.9330844805732,100,1,72.6806234272852,99.8849561541229,99.933064042177,99.9330844805732,40.5175097271399,0.0603641500890579,2.01543284923705e-05,7.29984362440113e-09,7.51617041925355e-14,2.27919678448839e-12,2.60500848935399e-11,NA
801,100,100,5,5,"rectangle",10000,"large",1,3,150,4,6,1.5,4,1,1,100,1,1,100,100,33,33,33,0,10000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.05,0.1,0.15,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"D",0,0,1.35413327413796e-08,9.45084234542243e-08,NA,0.75,0.75,99.9330844507665,100,1,56.0486765297413,99.4570760504509,99.9329594025494,99.9330844507665,9.08768174666437,0.0877021369950358,3.39036993949444e-05,1.35413327413796e-08,1.57925997814937e-13,4.81306229671167e-12,4.81280727042213e-11,NA
802,100,100,5,5,"rectangle",10000,"large",1,3,150,4,6,1.5,4,1,1,100,5,5,100,100,167,167,167,0,10000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.05,0.1,0.15,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"D",0,0,7.83054512310482e-06,5.46622080351491e-05,NA,0.75,0.75,99.9330746692761,100,1,24.8054081711858,77.8673838563266,99.8928153594418,99.9330746692761,51.5338564400534,17.5641830310523,0.0190571177065175,7.83054512310482e-06,4.7397443867594e-11,2.27996565420848e-09,2.83847660290868e-08,NA
803,100,100,5,5,"rectangle",10000,"large",1,3,150,4,6,1.5,4,1,1,100,15,15,100,100,500,500,500,0,10000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.05,0.1,0.15,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"D",1,1,99.7881178117359,100,1,0,0,0.000962031296916201,0.0031823619252088,NA,5.33934391236071,2.06121658579028,0.0209828467841179,0.000962031296916201,87.0982445284098,97.3111639993834,99.7859232675742,99.7881178117359,0.0581408635888858,16.9396154462192,99.9369261615782,NA
804,100,100,5,5,"rectangle",10000,"large",1,3,150,4,6,1.5,4,1,1,100,30,30,100,100,1000,1000,1000,0,10000,1e+05,1e+05,1e+05,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.05,0.1,0.15,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"D",1,1,99.9999381742195,100,1,0,0,3.29490002223384e-07,1.31727908891211e-06,NA,1.22986459012565,0.0484299669374267,0.000390097560889347,3.29490002223384e-07,94.6173183829996,99.2999370172725,99.624968646083,99.9999381742195,0.000942296975470028,2.76575129345554,100,NA
805,100,100,5,5,"rectangle",10000,"large",1,3,150,4,6,1.5,4,1,1,100,45,45,100,100,1500,1500,1500,0,10000,150000,150000,150000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.05,0.1,0.15,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"D",1,1,99.9654473304206,100,1,0,0,7.23790760836645e-09,2.67683644329604e-08,NA,0.779210002535981,0.00239717631090817,7.08274649954693e-06,7.23790760836645e-09,95.4500328327192,99.4835935930601,99.4089769121306,99.9654473304206,0.00153663115177129,3.74482600907991,100,NA
806,100,100,5,5,"rectangle",10000,"large",1,3,150,4,6,1.5,4,5,5,100,1,1,100,500,33,33,33,0,50000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.05,0.1,0.15,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"D",0,0,9.78541649119748e-10,6.82937353973028e-09,NA,1,1,99.9330844878565,100,1,81.0470972069604,99.9251897615424,99.9330814955133,99.9330844878565,4.38503244090024,0.00677143165418057,2.45374038410763e-06,9.78541649119748e-10,1.1497022563479e-14,3.5423257758108e-13,3.47131295551638e-12,NA
807,100,100,5,5,"rectangle",10000,"large",1,3,150,4,6,1.5,4,5,5,100,5,5,100,500,167,167,167,0,50000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.05,0.1,0.15,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"D",0,0,1.92096465114774e-08,1.34089503543453e-07,NA,0.75,0.75,99.9330844705523,100,1,60.1592344900223,99.7887476059499,99.9330418003428,99.9330844705523,31.8260182937133,0.123307357784857,4.74070608631815e-05,1.92096465114774e-08,1.72555356796033e-13,5.8048010152841e-12,6.93609927831816e-11,NA
808,100,100,5,5,"rectangle",10000,"large",1,3,150,4,6,1.5,4,5,5,100,15,15,100,500,500,500,500,0,50000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.05,0.1,0.15,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"D",0,0,9.45657317201854e-08,6.60147032576979e-07,NA,0.75,0.75,99.933084399829,100,1,40.4540808023955,98.981490540781,99.9328799671447,99.933084399829,52.397656530257,0.559564650550824,0.000231676180650596,9.45657317201854e-08,6.52643576642401e-13,2.63585544423264e-11,3.43895216605945e-10,NA
809,100,100,5,5,"rectangle",10000,"large",1,3,150,4,6,1.5,4,5,5,100,30,30,100,500,1000,1000,1000,0,50000,1e+05,1e+05,1e+05,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.05,0.1,0.15,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"D",1,1,99.9746744036126,100,1,0,0,1.24630030729906e-06,4.58984406027461e-06,NA,7.24124996090618,0.994576077620491,0.00144705643530017,1.24630030729906e-06,93.4267009816202,97.54399308851,99.9481882156127,99.9746744036126,0.000886212108908134,4.2660396305789,99.9804219054086,NA
810,100,100,5,5,"rectangle",10000,"large",1,3,150,4,6,1.5,4,5,5,100,45,45,100,500,1500,1500,1500,0,50000,150000,150000,150000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.05,0.1,0.15,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"D",0.25,0.25,6.79573893614474e-06,4.74591565927155e-05,NA,0.75,0.75,99.9330787951617,100,1,11.025547645268,82.871903263177,99.9201530318144,99.9330787951617,76.949646676279,18.7866483233524,0.0160067557529099,6.79573893614474e-06,1.01643319887014e-11,9.04151534467443e-10,2.57516309849604e-08,NA
811,100,100,5,5,"rectangle",10000,"large",1,3,150,4,6,1.5,4,15,15,100,1,1,100,1500,33,33,33,0,150000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.05,0.1,0.15,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"D",0,0,2.50914431196545e-10,1.75143181493099e-09,NA,1,1,99.9330844887218,100,1,90.0670358862057,99.9311542330229,99.933083724084,99.9330844887218,2.00095475446675,0.00166307455404319,6.20047652616712e-07,2.50914431196545e-10,2.13152530585813e-15,7.78550007932483e-14,9.04056173941313e-13,NA
812,100,100,5,5,"rectangle",10000,"large",1,3,150,4,6,1.5,4,15,15,100,5,5,100,1500,167,167,167,0,150000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.05,0.1,0.15,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"D",0,0,1.66651443857285e-09,1.16327103646733e-08,NA,1,1,99.9330844873461,100,1,83.9900160584562,99.9244514881711,99.9330805217617,99.9330844873461,10.5919333718256,0.0110221599486367,4.11476453782771e-06,1.66651443857285e-09,1.41877080661599e-14,5.10700151448936e-13,6.01096021152089e-12,NA
813,100,100,5,5,"rectangle",10000,"large",1,3,150,4,6,1.5,4,15,15,100,15,15,100,1500,500,500,500,0,150000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.05,0.1,0.15,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"D",0,0,1.40129056463696e-08,9.78222241400978e-08,NA,0.75,0.75,99.9330844760784,100,1,63.8652826245402,99.8602232101751,99.933055224383,99.9330844760784,40.8807839371177,0.0899558165642039,3.43234273731953e-05,1.40129056463696e-08,1.05239942166478e-13,3.8557769792219e-12,5.10008406619737e-11,NA
814,100,100,5,5,"rectangle",10000,"large",1,3,150,4,6,1.5,4,15,15,100,30,30,100,1500,1000,1000,1000,0,150000,1e+05,1e+05,1e+05,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.05,0.1,0.15,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"D",1,1,99.9998661295142,100,1,0,0,0.00113335491639048,0.00445585753804939,NA,20.2408821701145,10.7560818455811,0.817403847941628,0.00113335491639048,85.7709664224181,95.1655347240459,98.182046735515,99.9998661295142,0.00066765500274734,3.21066135968928,100,NA
